sequence	16S_rRNA_Count	metadata_NSTI	best_domain	closest_reference_genome
6a3bbe307dcbade872815e78970fd45d	1	0.10994	bac	GCA_916988195.3
47e59f87b7c7b80773a0588650b98a34	1	0.641486	bac	GCA_900114405.1
71264a1d20f0efe3dcd8628575b8b3a2	1	0.01502	bac	GCF_900289145.1
ab1de41c9d5185459f585f6b07c29905	1	0.00015	bac	GCF_000269805.1
531c1de6c954ce07f238da0a788c8416	2	0.00015	bac	GCF_000154285.1
582032be21b5696d6a9c169b36edd4b4	1	0.047546	bac	GCF_900155395.1
ea14fdca2a53fb4e7ba30f41ac288515	1	0.00015	bac	GCF_000290615.1
953c546739936caad4fd8d9bc283b32e	1	0.117752	bac	GCF_900104665.1
2ec8ab882dfba988b56e890a84d8d7f7	1	0.33298	bac	GCA_022777585.1
589731c4cc9e7877a762e07197791a3c	3	0.014078	bac	GCF_018408575.1
eafa05f0586a884a947aceacbeada167	6	0.001109	bac	GCF_002000985.1
2d571ea74087b1eb579d88ee62909cd1	3	0.223801	bac	GCF_014384795.1
5c38b35c96a05412c201f4e7279e3994	1	0.10994	bac	GCA_916988195.3
990abbd4bf1a84157b8531b77cad192d	1	0.060843	bac	GCF_016648855.1
cefa5d150d276889b6ff1afdca87c993	1	0.005045	bac	GCF_014287275.1
ea6f0db19abbbf0c013eb0fccc65e5e5	3	0.109656	bac	GCA_022009755.1
0794d99f5acde8b625bd231040bf228d	1	0.468605	bac	GCF_002159845.1
122b3258ce8ca40220f07eb9f6ca73f2	1	0.021931	bac	GCA_900542245.1
4c6b43eac040f76ac550f21b5f1cf239	1	0.014479	bac	GCA_025147485.1
946d0c5bda1a4a15150402caf103f16c	1	0.109475	bac	GCF_000205165.1
33036e9e715c5a82d2ab0228c374ca44	1	0.066461	bac	GCA_000432855.1
397352be2828f6fba80386a882492563	1	0.014946	bac	GCF_013304735.1
4c3a1254278167104237c8d901826c7b	7	0.014183	bac	GCF_000012825.1
32b6839a475ed42bee3a453d0abeae35	1	0.038442	bac	GCF_003101015.1
1046bc823c2aec8acecfaec5fa673a2e	1	0.597981	bac	GCA_021298655.1
a9018bba62bd973a8357803bd31d3df9	1	0.640541	bac	GCA_902362455.1
3821f352004cd00c47179862c6c89769	1	0.002824	bac	GCF_002096435.1
45baeefa4640e3933b616bb0abf3d39f	1	0.098089	bac	GCF_900176335.1
1f7da52cdc4798bac41f7392bab6b1ed	1	0.139836	bac	GCA_944364615.1
871dfc954ee2c5088833418845708219	1	0.00015	bac	GCF_014287435.1
a3256ee1cf333eed0c3e2a0f076a964d	2	0.00015	bac	GCF_003628755.1
29f32c9882100eb505b7765769bd12b2	1	0.00015	bac	GCF_003479405.1
83430732f81afd6b36c0141be48a7484	1	0.00015	bac	GCA_021307325.1
e0923de628b174ddcfbf2a34294e8f7d	1	0.105598	bac	GCF_009911695.1
c84e4cb275e696a18de771e4a7705a94	1	0.162463	bac	GCF_014337195.1
db237d14b271a32bad6f12b06b88373e	1	0.217533	bac	GCA_900549855.1
18e52fdf99a8e10177d36f5c527fdbfc	1	0.013805	bac	GCF_900120165.1
0f6c6b053c746eca75d41ef0c51a45a1	3	0.111079	bac	GCA_017569285.1
c14875b30d7a9503a318d439637c18ba	1	0.158078	bac	GCF_001262605.1
ee7b35b27f19c70c5deb30ade0240cda	1	0.234486	bac	GCA_902791625.1
536f59fcb17b72e14b143eb4fc48e63d	4	0.00015	bac	GCF_000512915.1
883efed7237ea8d3b365cf0c4d3b22aa	3	0.108044	bac	GCF_000154845.1
97458b5f248240c595b16597d162e4d5	1	0.013958	bac	GCF_900095865.1
57926a7735bbbcaaf42690c89f93dd94	1	0.0658	bac	GCA_910575155.1
c8ea2ddedef60ffb90513b114695f678	1	0.524457	bac	GCA_001604185.1
56cf08985dade301f56b2b164408e13e	1	0.135134	bac	GCA_002841545.1
62b0fdbed238be71fa81fe70e3808628	2	0.12803	bac	GCF_000154465.1
1020e0fd5d00813f2f7c9af0ac962f1b	2	0.165725	bac	GCF_001244995.1
c953fbb6c49cbc338e47257a209e0ba0	1	0.00015	bac	GCA_902363135.1
25fe5adbbf0a5f4a0314f60c3581341a	1	0.498138	bac	GCA_000752215.1
127b3201cff43cf4868c8d07d9d06dd6	1	0.190735	bac	GCF_000154845.1
f60a4a893bfe46d8bd493f4d7f938790	1	0.492026	bac	GCF_014384785.1
e0e6e2bfc7d70f579e090bada0e020d0	1	0.105791	bac	GCA_000154345.1
0cf7bf118ec1e657cd940462616e4b2d	1	0.145703	bac	GCF_014281125.1
fb3e4b161ae354f1d1bb06f06bdae111	1	0.014129	bac	GCF_000172175.1
7bf9dfefb6e6fba33370950b26c2291d	3	0.327103	bac	GCA_900184925.1
f1cbdfbf7a1ce5704948d7fc50d1c8c5	14	0.018387	bac	GCF_900106845.1
1a23962a5b596ddd3b5fe488bd97025b	3	0.00015	bac	GCF_001652275.1
30a04a2befbc9415a95b58066d676a00	1	0.150724	bac	GCF_014337195.1
965b8624e24d7700bc5162141e6c6a80	4	0.441433	bac	GCF_002777255.1
d9f847fd0c3ea454a81ca4bfe72bc6ed	1	0.00015	bac	GCA_014385105.1
59fee6981e3ef5b1cd87108c87b53161	5	0.014967	bac	GCF_900537995.1
04d3f089996c14acc9142aa71782fa8e	1	0.014491	bac	GCF_001404655.1
7e461deaff2bc5e913974fe8ec5ec0ce	1	0.110202	bac	GCA_944376295.1
25cfcc2117f2795493320ae38210c061	1	0.00015	bac	GCF_003481705.1
0ea4fc8662df1c780be120330a9c804d	1	0.043971	bac	GCF_021531315.1
98da6bd4410f00de731b4c57d099aa77	1	0.098444	bac	GCF_024460475.1
a08d8df6c118d22dfffc93d2a96b0c94	3	0.126942	bac	GCA_017569285.1
59a2d5a12549578e9016af9496e05f96	1	0.148878	bac	GCF_014982785.1
9592831cb62ea0b9e2a00ac5a5138004	1	0.127745	bac	GCF_000765235.1
4b4bbd91857cd3f701e533d597d9f3d1	1	0.044811	bac	GCA_905199855.1
d927ee843a0b4051811d3ce4d4c42376	1	0.034836	bac	GCF_003478505.1
e7d659b692a0fa7b853509b97a9dbd25	3	0.00015	bac	GCF_003461625.1
071f3ad469f70ef9601294028c5c7db0	1	0.081189	bac	GCA_902362715.1
bacf30bbc193afea19f19fcf21847dc8	1	0.014415	bac	GCA_001312505.1
75173198c32fe484cad1ceba8787b3ea	1	0.142748	bac	GCF_900129135.1
8842d6531896b01854367ad2919b24fc	1	0.265835	bac	GCA_009782875.1
6335b1036ce5fa687fde722416ce2dd8	1	0.155793	bac	GCF_015140235.1
6a1fa22834d31437fddd682e3899a115	1	0.00015	bac	GCA_020555865.1
a3d37553e19771cfbaf13dfe15c68382	2	0.014249	bac	GCA_025144665.1
7795a169310513d43a4302288806a7ea	1	0.015625	bac	GCF_000468115.1
1193475021b8be81046174263f36961b	1	0.120385	bac	GCA_016286585.1
fe5df395e75560a393b9d68fa5fdb6e2	1	0.051223	bac	GCF_000169255.2
2fa2938e582127489aa648f1d4ef7648	1	0.099366	bac	GCF_003458715.1
b01d7e378578f5aad8426ec1979d9107	1	0.010061	bac	GCA_900765565.1
a3c00a2761ff1f5f5f1ee12c51cc11fd	4	0.014164	bac	GCF_000723465.1
6d711c5c94ec344dc8da99dc33202e90	1	0.014581	bac	GCF_000173975.1
030105fcdbca3344d042111b562e9beb	1	0.132857	bac	GCA_910575055.1
a8846da8e93f6f2834ee32ab46369606	1	0.015242	bac	GCF_003478335.1
99140419d109ef7f476758aa8b96a78b	1	0.235784	bac	GCA_014385025.1
f1883a66db2dbd570156e0c875789650	1	0.011316	bac	GCA_910575665.1
50d546021fb6ee1126640fca546c8848	1	0.332325	bac	GCA_024688885.1
453a977bc97b1f43391ddd527e76fbfd	1	0.014915	bac	GCA_025152405.1
31e6b9f34668e8f01c0aa8b167632481	1	0.015343	bac	GCF_013410305.1
6c347afe10fc4eb06fdb66173f7b4d80	1	0.00015	bac	GCF_001434975.1
9bcfd1c8e7fbb691a0767307a500e434	1	0.014527	bac	GCA_001312505.1
9b5d9b4ff19ff14c888c51a6918dce0a	1	0.015016	bac	GCF_023336935.1
cba1f0ae1d9df0a24144c3335bae56f0	1	0.032694	bac	GCF_020537505.1
3cd33d070d183388176bb8e8d78f7a74	1	0.113573	bac	GCA_900769705.1
0fbf0a8c184d5680d46d753dabb2ec5d	1	0.063591	bac	GCA_001304875.1
cb6ca5fcb68f0453e7c7f0fc77f11587	1	0.014827	bac	GCF_000469345.1
df951ba766be52b5580c8ff79e9bda91	1	0.00015	bac	GCF_920888515.1
e17aac0208600cc38bbf65cc3fbfd0fe	1	0.114335	bac	GCA_001414325.1
6fdd094200c9b5f354317396b1f940fa	1	0.00015	bac	GCF_018982945.1
7e6b636eebaf305baabbfe6bc41e6df6	1	0.00015	bac	GCF_000807675.2
a5920d48bc1bbe5265eddb55bcb00342	1	0.042304	bac	GCA_910575055.1
c3754963e9042280c9fab8e661d638e0	1	0.18883	bac	GCF_018918095.1
205fe691df8e8dad22593f087d284208	1	0.139836	bac	GCA_944364615.1
b33ce322e47be952fec3476cca4d743e	1	0.00015	bac	GCF_009495355.1
48090bbf7f26446841bd4894bf8bd3af	4	0.325801	bac	GCF_014467075.1
2460bc6f8d6514235d7092e56ede20ca	1	0.071325	bac	GCA_023415205.1
b60dca3fe4037ddda8458e44f022cb6c	1	0.203048	bac	GCF_903645315.1
ee620bf1c4da2f90fe69c63112b525a8	1	0.211854	bac	GCF_015140235.1
eaae31c51ae65482e573dfbf90d7f89a	1	0.081876	bac	GCF_000156655.1
8596cf2c50ad7db059c62de9f646ccf5	2	0.256051	bac	GCA_000752215.1
32d58586d12f18a2f05fc898ab3a750c	1	0.180954	bac	GCF_014384905.1
bb760b5ee5a30922be27623b74434d17	1	0.096594	bac	GCF_900176335.1
d8be4792ecd74f62799accddcd66a126	1	0.013823	bac	GCF_016901815.1
f6d9abcccc644ae5c1b2d2756c948a3f	1	0.014634	bac	GCF_003477605.1
1eedaf1f51e8bd6d59b15a4c0c049284	3	0.00015	bac	GCF_000154845.1
5e1da3f5ebe005cd5479657f8efbc706	3	0.00015	bac	GCF_018408575.1
2aa4c56aef0b4bde492235bc9e076511	1	0.121195	bac	GCA_015067305.1
45d9d7cc58a0170711d0c0b1f94f6bf8	1	0.139836	bac	GCA_944364615.1
96cffe45600bc5b5f394a0bd3b3b609f	1	0.108749	bac	GCA_021201235.1
f12e8fe999205ee0f20fe095669bccfd	1	0.00015	bac	GCF_014287815.1
7580f57683e7ac5bb965abede8442a98	1	0.125028	bac	GCA_910577155.1
fe8f6d429204fd5d5b794ca3af2dacb9	4	0.00015	bac	GCF_001697145.1
0ec42e202824bc6f84a19b4372ca033c	1	0.115645	bac	GCA_910583925.1
1d0a89450506d8af9ea15a3803f8f7b4	1	0.403539	bac	GCF_900167305.1
aa7934f51014ad330f0e8c8057562bcf	1	0.030913	bac	GCF_023347275.1
2e664cb1990d30e3f612ffaefb280e40	1	0.194697	bac	GCA_022706785.1
b151f0e33060c0e88465babe16882390	1	0.014812	bac	GCF_008121495.1
4c2c9bad763ed42ebc0f6e3d6c9484f9	1	0.632416	bac	GCA_900114405.1
f54e29a86142e248fd420fce77f4ab0a	1	0.128217	bac	GCA_910588555.1
900aff9785695827347975beb68b470e	1	0.013901	bac	GCF_001438655.1
4aa27efd96abb3c72a47dbd213939247	4	0.01407	bac	GCF_000014445.1
886ab474c2e0d283a493b1e498689084	1	0.060753	bac	GCF_004123145.1
7f37ae5e5fe664be5677eaf40ca69594	2	0.452058	bac	GCF_000981035.1
0281713d58d14642134edb2c232f545d	2	0.029316	bac	GCF_004793765.1
a730410a0c60967ff08b1e08c356de42	1	0.448917	bac	GCF_940677205.1
86856c111afcc1bc7dbcbbad372df50d	4	0.015117	bac	GCA_025146925.1
d5c3eadfe4c6a67fcee120ccbfaa1848	5	0.02937	bac	GCA_002270465.1
d627b73ab8c8cb9d0ed99ab1ed6472ab	1	0.042979	bac	GCF_014337195.1
777f5c77c6a1205df50a71e876462ca0	3	0.043062	bac	GCF_900258475.1
89b595c6eb76b3b68545a02291031bb3	1	0.132633	bac	GCF_014337195.1
b16fb13326b5ae32921fd8eea64f6c1c	1	0.09079	bac	GCA_002841545.1
24a3a5153d40b76139596bc852a1368f	1	0.108749	bac	GCA_021201235.1
1df01b0e50bb3d0ef15a691548b2cedc	1	0.02088	bac	GCF_023347275.1
f32430d818c095a5ada0317a5c8846d0	7	0.001502	bac	GCF_002925905.1
7edb3fee014fc3e385568b65cca92dd3	2	0.109071	bac	GCF_004768785.1
63bdbbb59c7d512e0404b7b7439b8c8b	1	0.106718	bac	GCF_014297285.1
660378a662a5d9018bba6c18763d67b9	4	0.147183	bac	GCF_014174405.1
16cc62956fd15c5779c58afb5bc85fc1	2	0.029175	bac	GCF_003033925.1
c0044d530b658e8786667ed2b7d55b16	1	0.031451	bac	GCF_003479425.1
8eaa7697c5ee82aa3778453998a35d9c	1	0.199352	bac	GCF_009695905.1
66e9fa30d30554f193b2da9e2f92585f	1	0.119509	bac	GCF_900148495.1
8bf2da49b724508135adb41bc5ef7491	1	0.506419	bac	GCF_943193125.1
50009146a50784c08d47061aa2872b2e	1	0.115645	bac	GCA_910583925.1
97c7c7511e4b2d9bdea52556b06b5bba	1	0.002374	bac	GCF_014145615.1
006832494bda3ab78d44b1defecb940d	1	0.545792	bac	GCA_022706785.1
54a86097183b918843ada29a38075439	1	0.222332	bac	GCA_000158655.1
1ceaca469be92a63f6af98526b9808f5	1	0.125515	bac	GCA_944391805.1
5c1030620b44d715840ca61371fedb5f	3	0.553915	bac	GCA_017569285.1
8cbcd07cd037e0a0d09cb07ff8da0f76	1	0.013833	bac	GCF_016901815.1
f479cbeefdc6fcbb0836c4aea2c374d4	1	0.108512	bac	GCF_900104675.1
0e976d60deae5e91a378272a7db2a64a	4	0.014897	bac	GCF_900106585.1
85d13d3f0d156acc41327d4e8fe094cc	1	0.202716	bac	GCA_910575445.1
b8bd809a5067de74044bd75aa82333ad	1	0.115645	bac	GCA_910583925.1
ba2f63f65f20a2337a57727a5e2d1705	1	0.533306	bac	GCA_900114405.1
0fd842e73520d313925e2f6bc1a57d34	1	0.10994	bac	GCA_916988195.3
6952725d8aa60756416980b4de2cabda	1	0.215969	bac	GCA_910574185.1
ab64d8358339ce4caa92547828cf9c29	1	0.096245	bac	GCA_903845135.1
e7c4acb02b2b7c11cb375bc2d546a7df	1	0.004727	bac	GCF_900120005.1
7e0d520d56531b4644e0b23e43f0784b	4	0.00015	bac	GCF_000208405.1
956d49e25dbd1a86baff453766c2b1c1	1	0.014421	bac	GCF_020564355.1
a41e3c1f9edfc224d0f72205a7ca9bb4	5	0.014669	bac	GCF_001314995.1
fc4baa0a4da5cf0172656306fbe373e1	1	0.014368	bac	GCF_001404655.1
6c7c73b3f39557c12c77e44a1174b6f0	1	0.01448	bac	GCA_025147485.1
296bf274fc90941b83ac1db202df6a72	1	0.155671	bac	GCA_015055625.1
78c29298416de437062b67a6aaec3694	1	0.00015	bac	GCF_015140235.1
32a4cea07208cceb16df5c52fffd5b5c	2	0.044491	bac	GCA_025151215.1
40e274405fa26b9e055efae24814689c	1	0.00015	bac	GCF_900095865.1
a94322c03d6c9399b236e0dd941a359c	1	0.18989	bac	GCF_018918095.1
be4f8546397f4a90de0a6aa54e4d6a10	3	0.008979	bac	GCF_005121165.3
9a60f6ce8cfee19f48f44c4a3090dee0	1	0.169714	bac	GCF_000601455.1
c3f4bdc2e9b51afff2e7ae43933205c7	1	0.00015	bac	GCF_000159355.1
cfcd5d367923900ba10f385dabb802b0	4	0.029792	bac	GCF_000296465.1
26d82125392bd772a2405cba32caeeac	1	0.17811	bac	GCA_910577815.1
092b6acb83270bdf9e26243711b9d018	1	0.014845	bac	GCF_009883055.1
e21beafc29399195802973d2a5a7ca5d	1	0.030679	bac	GCA_910576335.1
513f5fc3841ca90665ef1e1f22978d8d	1	0.23881	bac	GCF_013304825.1
659d81a934edfb0b44b7ceefb66ffa5d	3	0.00015	bac	GCF_005121165.3
f26a5c0c9ff3edcaa3e170d328c31d31	1	0.014334	bac	GCF_001404655.1
693a74101402190c6c347cccac7ce3f5	3	0.014147	bac	GCF_016552165.1
59ffb92ef2d2166b2a0587a49ab07cbd	1	0.182869	bac	GCF_014384805.1
01590d045c2271f925ce81fecc931516	1	0.00015	bac	GCF_003946545.1
01f85d27ef23939134cf9c59ced4373f	1	0.108571	bac	GCF_000014725.1
2b9af52c1dc6d18b97b3c0fff5765b51	1	0.556629	bac	GCA_900114405.1
0566337f31cc71172161bf151eb56229	1	0.045011	bac	GCF_003480435.1
8c844f1dac20501debdc80090945068f	1	0.155851	bac	GCA_910575245.1
92bdb6d51a8105c079474857e3484feb	1	0.030912	bac	GCF_023347275.1
7b05ed614fbc29975de93ceafddfb450	1	0.014124	bac	GCF_014306095.1
8d446aaf1bbcfbef0b9bef716dc57eaa	1	0.014536	bac	GCF_000146185.1
845dda46e954724ac12be04e988e61a4	1	0.151505	bac	GCF_900243745.1
6065171bca775798c269ce6f9a4e7fe0	1	0.079015	bac	GCF_000154845.1
9e890b665f165d44daac08780c3c3c25	1	0.153705	bac	GCA_902809935.1
3eee85c29d6494dbe98cf79e12331070	1	0.116978	bac	GCF_001591705.1
14937e4be2fcfc2a683450a9b34ad153	1	0.086374	bac	GCA_916988195.3
ff0b1f08901a82be01f51e335c505a51	1	0.113592	bac	GCF_002161065.1
23eec58a5f45af5fed07c0f6fccf4dfe	5	0.00015	bac	GCF_002222615.2
0791067ce0bf4d747db7995dda4b6375	1	0.204212	bac	GCA_900104565.1
8f8b12d47ac3220b1178ed0853018e8c	1	0.135134	bac	GCA_002841545.1
e2fd0733b6bf2c33e3ea3bbb39604244	1	0.029408	bac	GCF_018408705.1
817957288fc5410a029a5e1cb2282be1	1	0.267275	bac	GCF_001571775.1
7ca9abc15e5409a6727c52f740087a5f	2	0.177059	bac	GCA_944391135.1
cdcc5266254fe070e2546bcb239a421a	1	0.00015	bac	GCF_003464165.1
1b195af01eb4c3f09bb9bce481d5fb30	1	0.00015	bac	GCA_025149285.1
62899b40201e93b4ad689779d669f433	3	0.198975	bac	GCF_018918185.1
26810056bc51d696c7c3491c6c6b2ca2	1	0.10994	bac	GCA_916988195.3
5674700d1624b9b5e77df5496888deba	1	0.184063	bac	GCF_001317355.1
6fa931dc0d488638a34a27c6622460da	1	0.014741	bac	GCF_019734885.1
f571129b93e4532e9f0eef604efb6f83	3	0.0912	bac	GCA_017569285.1
ed75910239a2f5feb9de5996121a7239	1	0.242779	bac	GCF_943192945.1
0f6f9688ba5252ea158911ed8f3ac7d1	1	0.015262	bac	GCF_000239695.1
fd191e8898718d650fc6caf794e8f3da	1	0.209984	bac	GCF_001262605.1
8a5687c061d59415a3cca5b96ace0d74	1	0.136602	bac	GCA_900315985.1
2609a532d8fe7d44d7a923020a3cd47e	1	0.065843	bac	GCA_902362805.1
cc2dc26fab3534ea20a5dc355a3f7d1f	1	0.262886	bac	GCF_014384805.1
115932f59ad5e8a4df3a3b8f734cfc9a	1	0.178274	bac	GCF_003268275.1
31287e8768c1c17df1b12eff5469970b	1	0.113302	bac	GCF_002899695.1
e1350cbc3c5519c90f32183f25426ba6	1	0.014532	bac	GCF_009494395.1
f85505c16456000668856eef674f2063	5	0.166251	bac	GCF_002735305.1
f6db2b8ca29aa70d804424255c622b55	1	0.00015	bac	GCA_944391805.1
c89334251211dcd0d4364a2e30cc3a9f	1	0.120512	bac	GCF_024433635.1
6aec18056b7b01ecec87ede77f719083	1	0.014712	bac	GCF_009695995.1
6eee80160c5d9c57e9914739c2de3f9d	2	0.112675	bac	GCA_018223435.1
923825cbc6962bfbfc37dd9638238c6c	1	0.014292	bac	GCF_014287815.1
6baffe77be88a97dfecfb65c30784de4	1	0.606995	bac	GCA_902362455.1
6297730b5d30f185e18a26f2cad9a638	1	0.00015	bac	GCF_020564355.1
48553f38165f7b68364219a479906e90	1	0.058886	bac	GCF_000238055.2
55d2ed19763b6ee383ca9b969dfea9e5	1	0.121195	bac	GCA_015067305.1
205921bf955c91523c079ab61eea7437	1	0.151684	bac	GCF_014337195.1
845b628aab44419e53616266ab3cc5f3	1	0.318741	bac	GCF_009696605.1
e2778b5357ee00831c999deb5a8d1976	1	0.014976	bac	GCA_003481005.1
373de8bed9c3fac2de670ef6b024d101	1	0.059003	bac	GCF_022809355.1
4b02909dc2fa53719db365ada628c4c3	1	0.232098	bac	GCA_022846035.1
eff7e881054eb20c8eafeac0d9de964b	1	0.111199	bac	GCF_016901775.1
45eccdf2597ad6593082d5e9d6eb2f4e	1	0.179492	bac	GCF_018228665.1
62d25e9ca35764304e875e452c5ad6b8	1	0.014498	bac	GCF_001436255.1
0b20bcaeccee96942e3f067fc4574c88	2	0.00015	bac	GCA_025144665.1
675386855fd2ec878391a736042e59e2	3	0.256044	bac	GCA_022483045.1
724bff92640b4db16edc1d7c2fcc0fed	1	0.00015	bac	GCA_905188025.1
98f38b8c96d2ff77120ff624767f6bab	1	0.037619	bac	GCF_014287275.1
a1b6c0da25e6e7630527a442f4f2e2d7	1	0.26621	bac	GCF_014384805.1
772eb4a9107e6a202a9d0f1714c087f2	3	0.515058	bac	GCA_017569285.1
0de9ff7a8b966f63b5c18ba19dc5e637	1	0.048191	bac	GCA_000687695.1
a55576663654deb909234268fd94ea89	1	0.028573	bac	GCA_022867625.1
a950f6c076d0a2350457cd7a110f2ce5	1	0.120204	bac	GCF_002159945.1
0accd5a94881be6be96a01b99a1d6bb4	1	0.014243	bac	GCF_000468015.1
3689693ace855a2f7a2759253f1d2433	1	0.158644	bac	GCF_009917525.1
202d97b46add6bfd8bb0783c2ce820d2	1	0.122208	bac	GCA_010206265.1
4dd7d1cd547f6b3db22e6a8f038e93ae	1	0.086904	bac	GCA_000875945.1
796f0c5d0e8802027ee5f942a9d498dc	1	0.106718	bac	GCF_014297285.1
24435c6840918ac76a34054176fbda50	1	0.00015	bac	GCF_022809355.1
567a620810d2c71c9ab663fdd9bf7b7c	1	0.024799	bac	GCF_003472385.1
f520d3f8a83210d2ae28999f365ede93	1	0.130921	bac	GCA_934504065.1
470d6007b50a0575a18bac1e6b29be99	1	0.251733	bac	GCF_900129135.1
f949ad6ac545873f5466bee45fad1ca9	2	0.129556	bac	GCF_001244995.1
3d08d13b63b5f6b9a91a4e943a623a73	1	0.120385	bac	GCA_016286585.1
1d498d69b6b43acf2319790c77f422fd	1	0.028874	bac	GCA_934155645.1
b22dfa70946a2b53c18ffccf8ec75c12	3	0.111033	bac	GCA_017569285.1
ebecf8ae09c6fdc10d48b67678245d5b	1	0.011306	bac	GCA_910575665.1
49fd1e96c0673504a6e1b85691711ef6	2	0.029457	bac	GCF_000297775.1
e266fc7c613ae91a2e8ec0bfb41577af	1	0.027597	bac	GCF_003287495.1
49394ebaa8028a041c0057ea4c7af516	2	0.067789	bac	GCF_006542665.1
7bfd5e01adef5946c382a5aa0c73d355	1	0.00015	bac	GCA_024460105.1
da68a2d970a7f4410c15d363cc9a836e	1	0.014368	bac	GCF_001404655.1
ed4bd06e96ee0db24df1b7a1ede01430	1	0.014828	bac	GCF_000469345.1
6a3f7f065f1c5af0084c16172e125c1e	1	0.030704	bac	GCF_013300725.1
b9b5148c60ed8db66b87247402e0f90c	1	0.050034	bac	GCA_015068345.1
dd994db157c0b52c34bea32d029f96fe	1	0.258406	bac	GCF_943192945.1
216a6c93fe02c3cc7db4b177114a282e	1	0.05952	bac	GCA_910584465.1
7ba7baa2eec970c298ec6e9e89b7f357	1	0.028346	bac	GCF_014287895.1
8db3bc7d34bfb2f53599572c75b38a9f	5	0.119227	bac	GCA_018434325.1
eeb661ccb68faf90ae2231b415de5595	1	0.014455	bac	GCA_025147325.1
0bd8b5868a01dec1f8379dcf23d3c6d6	5	0.119227	bac	GCA_018434325.1
354037cf528946c588c10fd408acccbe	1	0.122075	bac	GCA_000701945.1
6a5e2929af00285d8670a351b5f1695d	1	0.235099	bac	GCA_020555605.1
76207a558cb74d89fa42a6633bb63fc5	1	0.530466	bac	GCA_025136295.1
cca9eb61f57bee24e98947e79d51a11d	1	0.320797	bac	GCF_019668485.1
f5877c4f3bcc594de8057e5eb9800ec9	1	0.166408	bac	GCA_014385085.1
56821b6cfe2abe9c7516448702917c51	5	0.119492	bac	GCF_017255415.1
4f6eea239dcd1b53c34960ce9a047ec9	1	0.278749	bac	GCA_010206265.1
955c715a05a4de03aa7aec5b0174129b	1	0.175679	bac	GCF_003477705.1
b2efda075da50d7f42fcf269aabbbee4	1	0.066189	bac	GCF_003287495.1
0fbad7b10798a851401861ac4f05bb07	1	0.00015	bac	GCA_025147485.1
192e0abcf7f323409c876c392b1f23aa	3	0.013877	bac	GCF_023614525.1
9b0871a57a643bce91660d9d8b657de9	3	0.248506	bac	GCA_017569285.1
8ccb2620a65a78243d9af0121aceef6c	3	0.013845	bac	GCF_001457835.1
52fcc7a2e7270022ea01794fb8e95067	3	0.382075	bac	GCA_022009755.1
815cbc8e77041cbaab0ad79b7d3f3dcf	1	0.014348	bac	GCF_001404655.1
5040f7c50f796ae1cac378a87878e6ed	1	0.111473	bac	GCF_018982945.1
0276f28950c608b866d41718afeb491b	6	0.015351	bac	GCF_024168045.1
2c1413c1174d7b5c6276185665a840a1	3	0.067704	bac	GCF_014334055.1
44d060cd7574538f0da20a01e714ecb2	1	0.014023	bac	GCF_021531915.1
62ac6b11b008d0f5d0cd05cf42ded8d6	6	0.014539	bac	GCA_025151535.1
3710eb38d6033f9812171f5bd918c684	1	0.196435	bac	GCA_022009755.1
0667f174dabaaa8e06e77b860e41cb5c	1	0.00015	bac	GCF_014207505.1
fd14646dfa90245f95ca847797cb0d7e	1	0.014376	bac	GCF_000146185.1
1f0add07d898b513b8f6198e3a26c6d8	1	0.34946	bac	GCF_014384805.1
9840597b0eefe433d61bb0dc85f198f3	5	0.00015	bac	GCF_012317185.1
5f8fb910fd36315081c315b3e58e7255	1	0.00015	bac	GCA_000433315.1
86f4b83ba3a10c4734008fd5738da7d0	1	0.098737	bac	GCF_015557635.1
e80888c8888cadcfb5e2b4c1d979824f	7	0.015255	bac	GCF_003697165.2
f84e0efa2ab8ffed323edb337e77e910	1	0.00015	bac	GCF_000160875.1
fdae085bf7c2cca76128bff2e9fac38b	1	0.144833	bac	GCF_900148495.1
adb8d262dd6bb6a9defa12ac73f859a9	6	0.495412	bac	GCF_018141445.1
ec6cba85183765488ab2520843c390cd	1	0.072204	bac	GCF_020687245.1
d70d976eeabcb25a60b1346fa1134684	1	0.118869	bac	GCF_003481705.1
cd00b2b202066880ed70b86d5c464e36	1	0.00015	bac	GCF_014384895.1
cdf61c10d5e985b391ef4ace40c4bd41	1	0.00015	bac	GCF_943192915.1
a8d68480f8fadc6f48ed05071a3987a5	5	0.242792	bac	GCF_004103735.1
9b89855405ac38369012cad6debcd945	1	0.041344	bac	GCF_023347275.1
b27c2f473e9336a94eddf1ab59951758	1	0.108043	bac	GCA_945874155.1
7d968df33365096c1d1c653360c22503	3	0.017062	bac	GCF_005696695.1
cb3c215715a9cbd9ce6c387e62945b6f	1	0.019586	bac	GCF_900129135.1
945ba6f64150e765d2c374be5998ce07	5	0.12529	bac	GCF_940677205.1
a7ae9059589842e87655eb2937a0eecb	1	0.117223	bac	GCF_004570975.1
8170144e38a493a87dab6732fd965731	1	0.267446	bac	GCA_015067305.1
59fc6182d10afd0d2644162addc7743a	1	0.316357	bac	GCF_014384805.1
73e4da860ed235f14ae75966762b93fc	1	0.130921	bac	GCA_934504065.1
a31caa3ac5b4b16b56a04e57e24471a4	1	0.215569	bac	GCA_000620945.1
a232b453dbbe604be9b6b817bcf420a1	1	0.087508	bac	GCF_001717505.1
